,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,rating,G,PG,PG-13,R,unrated,superstar,years_old
3639,Color,Joey Lauren Adams,36.0,97.0,781.0,90.0,Diane Ladd,596.0,117560.0,Tim Blake Nelson,Come Early Morning ,2330,1081,Ritchie Montgomery,0.0,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,29.0,English,USA,R,6000000.0,2006-01-01,206.0,6.2,R,0,0,0,1,0,0,10
3642,Color,S.R. Bindler,26.0,85.0,0.0,499.0,Scott Glenn,11000.0,36497.0,Matthew McConaughey,"Surfer, Dude ",7367,14599,Sarah Wright,0.0,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,37.0,English,USA,R,6000000.0,2008-01-01,826.0,4.7,R,0,0,0,1,0,0,8
3647,Color,Stefan Ruzowitzky,162.0,95.0,24.0,874.0,Olivia Wilde,16000.0,65804.0,Charlie Hunnam,Deadfall ,32512,27575,Sissy Spacek,1.0,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86.0,English,USA,R,12000000.0,2012-01-01,10000.0,6.3,R,0,0,0,1,0,0,4
3653,Color,Kate Barker-Froyland,43.0,86.0,4.0,444.0,Shawn Parsons,11000.0,20200.0,Anne Hathaway,Song One ,6797,12772,Li Jun Li,1.0,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21.0,English,USA,PG-13,6000000.0,2014-01-01,485.0,5.8,PG-13,0,0,1,0,0,0,2
3654,Color,Barbet Schroeder,136.0,115.0,58.0,400.0,Chris Penn,33000.0,31874869.0,Ryan Gosling,Murder by Numbers ,43575,34605,Agnes Bruckner,0.0,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302.0,English,USA,R,50000000.0,2002-01-01,455.0,6.1,R,0,0,0,1,0,1,14
3658,Color,Christopher M. Bessette,6.0,88.0,0.0,57.0,John Billingsley,978.0,15059.0,Mira Sorvino,Trade of Innocents ,748,1443,Trieu Tran,2.0,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,8.0,English,USA,PG-13,53681048.4,2012-01-01,323.0,5.4,PG-13,0,0,1,0,0,0,4
3663,Color,John Sayles,68.0,141.0,407.0,501.0,Edie Falco,688.0,3064356.0,Miguel Ferrer,Sunshine State ,3433,2584,Timothy Hutton,6.0,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,5600000.0,2002-01-01,659.0,6.9,PG-13,0,0,1,0,0,0,14
3664,Color,Preston A. Whitmore II,25.0,95.0,17.0,255.0,Wayne Brady,592.0,7009668.0,Wesley Jonathan,Crossover ,8707,2000,Eva Marcille,6.0,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36.0,English,USA,PG-13,5600000.0,2006-01-01,378.0,2.1,PG-13,0,0,1,0,0,0,10
3667,Color,Stewart Raffill,9.0,105.0,12.0,10.0,Alexis Biesiada,25.0,531806.0,Kayla Jackson,Standing Ovation ,548,72,Kayla Raparelli,9.0,http://www.imdb.com/title/tt1303803/?ref_=fn_tt_tt_1,6.0,English,USA,PG,54076105.4,2010-01-01,11.0,3.4,PG,0,1,0,0,0,0,6
3668,Color,George Roy Hill,119.0,129.0,131.0,417.0,Robert Shaw,1000.0,159600000.0,Eileen Brennan,The Sting ,175607,2387,Ray Walston,0.0,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,252.0,English,USA,PG,5500000.0,1973-01-01,559.0,8.3,PG,0,1,0,0,0,0,43
3670,Color,Darren Grant,62.0,116.0,0.0,476.0,Kimberly Elise,907.0,50382128.0,Cicely Tyson,Diary of a Mad Black Woman ,10472,2723,Tamara Taylor,0.0,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,202.0,English,USA,PG-13,5500000.0,2005-01-01,637.0,5.6,PG-13,0,0,1,0,0,0,11
3672,Color,Joseph Gordon-Levitt,364.0,90.0,23000.0,694.0,Scarlett Johansson,23000.0,24475193.0,Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1.0,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314.0,English,USA,R,3000000.0,2013-01-01,19000.0,6.6,R,0,0,0,1,0,0,3
3674,Color,Terry Zwigoff,122.0,111.0,72.0,722.0,Steve Buscemi,19000.0,6200756.0,Scarlett Johansson,Ghost World ,96129,34106,T.J. Thyne,0.0,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,488.0,English,USA,R,7000000.0,2001-01-01,12000.0,7.4,R,0,0,0,1,0,0,15
3679,Color,James Cox,91.0,104.0,10.0,93.0,Louis Lombardi,715.0,1056102.0,Alexis Dziena,Wonderland ,18792,1315,Franky G,0.0,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153.0,English,USA,R,5000000.0,2003-01-01,436.0,6.6,R,0,0,0,1,0,0,13
3680,Color,Spike Lee,103.0,120.0,0.0,388.0,John Savage,782.0,27545445.0,Ruby Dee,Do the Right Thing ,59524,2892,Danny Aiello,2.0,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,418.0,English,USA,R,6500000.0,1989-01-01,652.0,7.9,R,0,0,0,1,0,0,27
3681,Color,James Toback,27.0,99.0,56.0,781.0,Eric Stoltz,4000.0,56007.0,Sarah Michelle Gellar,Harvard Man ,3754,6776,Joey Lauren Adams,3.0,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,69.0,English,USA,R,5500000.0,2001-01-01,902.0,4.9,R,0,0,0,1,0,0,15
3687,Color,George Ratliff,48.0,96.0,3.0,38.0,Cree Kelly,472.0,27445.0,Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5.0,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31.0,English,USA,R,9000000.0,2011-01-01,39.0,5.3,R,0,0,0,1,0,0,5
3688,Color,David Wain,65.0,96.0,136.0,139.0,Ken Marino,4000.0,766487.0,Jon Hamm,The Ten ,15315,4883,Ron Silver,4.0,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,117.0,English,USA,R,5250000.0,2007-01-01,543.0,5.0,R,0,0,0,1,0,0,9
3696,Color,James Wan,318.0,106.0,0.0,482.0,Barbara Hershey,852.0,83574831.0,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0.0,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,269.0,English,USA,PG-13,5000000.0,2013-01-01,618.0,6.6,PG-13,0,0,1,0,0,0,3
3697,Color,Darren Lynn Bousman,250.0,95.0,163.0,651.0,Tony Nappo,1000.0,87025093.0,Emmanuelle Vaugier,Saw II ,188679,4134,Shawnee Smith,0.0,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,864.0,English,USA,R,4000000.0,2005-01-01,654.0,6.6,R,0,0,0,1,0,0,11
3698,Color,Dan Trachtenberg,411.0,104.0,16.0,82.0,John Gallagher Jr.,14000.0,71897215.0,Bradley Cooper,10 Cloverfield Lane ,126893,14504,Sumalee Montano,0.0,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,440.0,English,USA,PG-13,15000000.0,2016-01-01,338.0,7.3,PG-13,0,0,1,0,0,0,0
3699,Color,Jeff Tremaine,106.0,87.0,79.0,218.0,Steve-O,608.0,64267897.0,Bam Margera,Jackass: The Movie ,67992,1770,Chris Pontius,0.0,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,327.0,English,USA,R,5000000.0,2002-01-01,362.0,6.6,R,0,0,0,1,0,0,14
3700,Color,David F. Sandberg,159.0,81.0,26.0,300.0,Amiah Miller,2000.0,56536016.0,Billy Burke,Lights Out ,13523,3344,Gabriel Bateman,0.0,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,4900000.0,2016-01-01,509.0,6.9,PG-13,0,0,1,0,0,0,0
3701,Color,Henry Joost,251.0,94.0,24.0,434.0,Sprague Grayden,581.0,104007828.0,Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0.0,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,314.0,English,USA,R,5000000.0,2011-01-01,438.0,5.8,R,0,0,0,1,0,0,5
3702,Color,Stiles White,183.0,89.0,10.0,704.0,Shelley Hennig,852.0,50820940.0,Lin Shaye,Ouija ,31915,5056,Daren Kagasoff,0.0,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159.0,English,USA,PG-13,5000000.0,2014-01-01,707.0,4.4,PG-13,0,0,1,0,0,0,2
3704,Color,Joel Edgerton,297.0,108.0,0.0,458.0,Allison Tolman,1000.0,43771291.0,Busy Philipps,The Gift ,79916,3215,Wendell Pierce,1.0,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279.0,English,USA,R,5000000.0,2015-01-01,562.0,7.1,R,0,0,0,1,0,0,1
3706,Color,Henry Joost,248.0,96.0,24.0,113.0,Brendon Eggertsen,235.0,53884821.0,Matt Shively,Paranormal Activity 4 ,51204,799,Alisha Boe,0.0,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,247.0,English,USA,R,5000000.0,2012-01-01,119.0,4.6,R,0,0,0,1,0,0,4
3709,Color,Rachel Talalay,91.0,93.0,54.0,581.0,Tom Arnold,40000.0,34872293.0,Johnny Depp,Freddy's Dead: The Final Nightmare ,30765,42002,Yaphet Kotto,0.0,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,252.0,English,USA,R,8500000.0,1991-01-01,618.0,4.9,R,0,0,0,1,0,1,25
3710,Color,Patty Jenkins,185.0,109.0,260.0,592.0,Bruce Dern,9000.0,34468224.0,Charlize Theron,Monster ,105568,11736,Pruitt Taylor Vince,2.0,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533.0,English,USA,R,4500000.0,2003-01-01,844.0,7.3,R,0,0,0,1,0,0,13
3712,Color,Christopher Landon,220.0,101.0,52.0,332.0,Gloria Sandoval,510.0,32453345.0,Richard Cabral,Paranormal Activity: The Marked Ones ,31791,2161,Molly Ephraim,0.0,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,155.0,English,USA,R,5000000.0,2014-01-01,358.0,5.0,R,0,0,0,1,0,0,2
3714,Color,Jean-Marc Vallée,471.0,117.0,212.0,896.0,Jennifer Garner,11000.0,27296514.0,Matthew McConaughey,Dallas Buyers Club ,326494,17738,Denis O'Hare,0.0,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,340.0,English,USA,R,5000000.0,2013-01-01,3000.0,8.0,R,0,0,0,1,0,0,3
3715,Color,David Gelb,152.0,83.0,26.0,801.0,Mark Duplass,10000.0,25799043.0,Olivia Wilde,The Lazarus Effect ,28513,11771,Donald Glover,0.0,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,3300000.0,2015-01-01,830.0,5.2,PG-13,0,0,1,0,0,0,1
3716, Black and White,Christopher Nolan,274.0,113.0,22000.0,379.0,Thomas Lennon,716.0,25530884.0,Callum Rennie,Memento ,845580,1997,Jorja Fox,0.0,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,2067.0,English,USA,R,9000000.0,2000-01-01,651.0,8.5,R,0,0,0,1,0,0,16
3717,Color,Mike Flanagan,336.0,104.0,59.0,202.0,Rory Cochrane,972.0,27689474.0,James Lafferty,Oculus ,85688,2071,Garrett Ryan,0.0,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,339.0,English,USA,R,5000000.0,2013-01-01,407.0,6.5,R,0,0,0,1,0,0,3
3718, Black and White,Kevin Smith,174.0,97.0,0.0,657.0,Jason Mewes,1000.0,24138847.0,Ethan Suplee,Clerks II ,114797,2990,Brian O'Halloran,3.0,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,472.0,English,USA,R,5000000.0,2006-01-01,898.0,7.4,R,0,0,0,1,0,0,10
3720,Color,Nat Faxon,276.0,103.0,214.0,424.0,Liam James,7000.0,21501098.0,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1.0,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,5000000.0,2013-01-01,468.0,7.4,PG-13,0,0,1,0,0,0,3
3721,Color,George Jackson,12.0,94.0,0.0,287.0,Tisha Campbell-Martin,901.0,19281235.0,William Schallert,House Party 2 ,3571,2523,Helen Martin,0.0,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,11.0,English,USA,R,5000000.0,1991-01-01,413.0,5.1,R,0,0,0,1,0,0,25
3723,Color,Maurice Joyce,28.0,77.0,0.0,73.0,Constance Shulman,2000.0,19421271.0,Frank Welker,Doug's 1st Movie ,2448,2908,Alice Playten,1.0,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,18.0,English,USA,G,5000000.0,1999-01-01,804.0,5.0,G,1,0,0,0,0,0,17
3724,Color,Robert Duvall,95.0,134.0,3000.0,77.0,Todd Allen,205.0,20733485.0,John Beasley,The Apostle ,11622,428,June Carter Cash,1.0,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,5000000.0,1997-01-01,130.0,7.2,PG-13,0,0,1,0,0,0,19
3726,Color,Jesse Peretz,179.0,90.0,37.0,1000.0,Adam Scott,11000.0,24809547.0,Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1.0,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115.0,English,USA,R,5000000.0,2011-01-01,3000.0,6.4,R,0,0,0,1,0,0,5
3728,Color,Ice Cube,22.0,104.0,0.0,498.0,Monica Calhoun,1000.0,23031390.0,Bernie Mac,The Players Club ,4345,2868,Chrystale Wilson,9.0,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,26.0,English,USA,R,4500000.0,1998-01-01,597.0,5.6,R,0,0,0,1,0,0,18
3729,Color,Tim Blake Nelson,92.0,95.0,596.0,697.0,Andrew Keegan,1000.0,16017403.0,Mekhi Phifer,O ,17333,3300,John Heard,2.0,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153.0,English,USA,R,5000000.0,2001-01-01,835.0,6.2,R,0,0,0,1,0,0,15
3730,Color,John Erick Dowdle,196.0,93.0,66.0,161.0,Edwin Hodge,1000.0,21197315.0,Ben Feldman,"As Above, So Below ",49948,1410,Perdita Weeks,0.0,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,211.0,English,USA,R,5000000.0,2014-01-01,200.0,6.1,R,0,0,0,1,0,0,2
3731,Color,Bille Woodruff,9.0,106.0,23.0,467.0,Cameron Mills,1000.0,17382982.0,Boris Kodjoe,Addicted ,5975,2840,Sharon Leal,0.0,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,33.0,Spanish,USA,R,5000000.0,2014-01-01,694.0,5.2,R,0,0,0,1,0,0,2
3732,Color,Kasi Lemmons,31.0,109.0,148.0,426.0,Lynn Whitfield,2000.0,14821531.0,Jurnee Smollett-Bell,Eve's Bayou ,6915,3843,Diahann Carroll,2.0,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,209.0,English,USA,R,6000000.0,1997-01-01,434.0,7.3,R,0,0,0,1,0,0,19
3733,Color,Richard Glatzer,309.0,101.0,25.0,423.0,Hunter Parrish,17000.0,18656400.0,Kristen Stewart,Still Alice ,86077,19673,Seth Gilliam,1.0,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,195.0,English,USA,PG-13,5000000.0,2014-01-01,2000.0,7.5,PG-13,0,0,1,0,0,0,2
3736,Color,Rob Hedden,129.0,100.0,6.0,65.0,Peter Mark Richman,935.0,14343976.0,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,Scott Reeves,0.0,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,291.0,English,USA,R,5000000.0,1989-01-01,120.0,4.5,R,0,0,0,1,0,0,27
3737,Color,Joel Zwick,168.0,95.0,38.0,249.0,Louis Mandylor,567.0,241437427.0,Nia Vardalos,My Big Fat Greek Wedding ,102071,1495,Lainie Kazan,3.0,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,756.0,English,USA,PG,5000000.0,2002-01-01,312.0,6.6,PG,0,1,0,0,0,0,14
3738,Color,Harmony Korine,444.0,94.0,520.0,192.0,Heather Morris,11000.0,14123773.0,James Franco,Spring Breakers ,108683,12306,Rachel Korine,4.0,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,561.0,English,USA,R,5000000.0,2012-01-01,892.0,5.3,R,0,0,0,1,0,0,4
3739,Color,Joe Chappelle,123.0,93.0,13.0,141.0,Kim Darby,742.0,15126948.0,Donald Pleasence,Halloween: The Curse of Michael Myers ,20815,1227,Mitchell Ryan,0.0,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,335.0,English,USA,R,5000000.0,1995-01-01,152.0,4.9,R,0,0,0,1,0,0,21
3742,Color,Mickey Liddell,74.0,82.0,7.0,664.0,Randy Wayne,1000.0,13350177.0,Jessica Lowndes,The Haunting of Molly Hartley ,7904,4856,Haley Bennett,5.0,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,5000000.0,2008-01-01,984.0,3.8,PG-13,0,0,1,0,0,0,8
3743,Color,John Sayles,68.0,135.0,407.0,111.0,Clifton James,11000.0,13269963.0,Matthew McConaughey,Lone Star ,23202,11400,Miriam Colon,2.0,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,173.0,English,USA,R,5000000.0,1996-01-01,189.0,7.6,R,0,0,0,1,0,0,20
3744,Color,Dwight H. Little,144.0,88.0,27.0,101.0,Kathleen Kinmont,742.0,17768000.0,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,1136,Ellie Cornell,0.0,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,374.0,English,USA,R,5000000.0,1988-01-01,120.0,5.9,R,0,0,0,1,0,0,28
3745,Color,Fred Walton,96.0,89.0,17.0,85.0,Deborah Foreman,690.0,12947763.0,Thomas F. Wilson,April Fool's Day ,10624,1160,Clayton Rohner,0.0,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,125.0,English,USA,R,5000000.0,1986-01-01,190.0,6.2,R,0,0,0,1,0,0,30
3746,Color,Barry Levinson,42.0,110.0,272.0,551.0,Daniel Stern,801.0,14100000.0,Steve Guttenberg,Diner ,14995,2943,Ellen Barkin,6.0,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,87.0,English,USA,R,5000000.0,1982-01-01,796.0,7.2,R,0,0,0,1,0,0,34
3747,Color,Steve Carver,29.0,107.0,8.0,268.0,William Sanderson,926.0,12200000.0,David Carradine,Lone Wolf McQuade ,7973,2383,Robert Beltran,0.0,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,65.0,English,USA,PG,5000000.0,1983-01-01,400.0,6.3,PG,0,1,0,0,0,0,33
3748,Color,Gonzalo López-Gallego,228.0,86.0,17.0,205.0,Ryan Robbins,520.0,17683670.0,Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0.0,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,323.0,English,USA,PG-13,5000000.0,2011-01-01,270.0,5.2,PG-13,0,0,1,0,0,0,5
3749,Color,Christine Jeffs,195.0,91.0,19.0,260.0,Mary Lynn Rajskub,968.0,12055108.0,Clifton Collins Jr.,Sunshine Cleaning ,61151,2528,Paul Dooley,0.0,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,134.0,English,USA,R,8000000.0,2008-01-01,934.0,6.9,R,0,0,0,1,0,0,8
3750,Color,John Erick Dowdle,203.0,103.0,66.0,13.0,Claire Geare,155.0,27285953.0,Sterling Jerins,No Escape ,48675,259,Sahajak Boonthanakit,0.0,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,214.0,English,USA,R,5000000.0,2015-01-01,78.0,6.8,R,0,0,0,1,0,0,1
3753,Color,Michael Tiddes,59.0,92.0,89.0,355.0,Mike Epps,729.0,11675178.0,Fred Willard,Fifty Shades of Black ,9509,2848,Russell Peters,4.0,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53.0,English,USA,R,5000000.0,2016-01-01,706.0,3.5,R,0,0,0,1,0,0,0
3754,Color,Bill Duke,45.0,99.0,1000.0,409.0,Jenifer Lewis,849.0,10572742.0,Eddie Cibrian,Not Easily Broken ,2326,2269,Wood Harris,1.0,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21.0,English,USA,PG-13,8000000.0,2009-01-01,578.0,6.1,PG-13,0,0,1,0,0,0,7
3756,Color,Bille Woodruff,12.0,96.0,23.0,503.0,Brandy Norwood,927.0,9658370.0,Donald Faison,The Perfect Match ,1180,3552,Lauren London,6.0,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9.0,English,USA,R,5000000.0,2016-01-01,509.0,4.5,R,0,0,0,1,0,0,0
3757,Color,Mamoru Hosoda,29.0,82.0,99.0,44.0,Colleen O'Shaughnessey,93.0,9628751.0,Lara Jill Miller,Digimon: The Movie ,5164,315,Mona Marshall,0.0,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,65.0,English,USA,PG,5000000.0,2000-01-01,45.0,5.9,PG,0,1,0,0,0,0,16
3758,Color,Brian Dannelly,121.0,92.0,12.0,797.0,Patrick Fugit,3000.0,8786715.0,Macaulay Culkin,Saved! ,40274,5668,Eva Amurri Martino,5.0,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324.0,English,USA,PG-13,5000000.0,2004-01-01,835.0,6.9,PG-13,0,0,1,0,0,0,12
3761,Color,J.S. Cardone,56.0,90.0,23.0,560.0,Kerr Smith,847.0,6755271.0,Brendan Fehr,The Forsaken ,7319,3004,Izabella Miko,4.0,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131.0,English,USA,R,5000000.0,2001-01-01,591.0,5.3,R,0,0,0,1,0,0,15
3763,Color,Jay Levey,59.0,150.0,3.0,448.0,Gedde Watanabe,859.0,6157157.0,Fran Drescher,UHF ,21416,3942,Michael Richards,1.0,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,198.0,English,USA,PG-13,5000000.0,1989-01-01,448.0,7.0,PG-13,0,0,1,0,0,0,27
3764,Color,Nicholaus Goossen,61.0,90.0,4.0,556.0,Joel David Moore,2000.0,6088249.0,Linda Cardellini,Grandma's Boy ,67853,5202,Shirley Jones,0.0,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,202.0,English,USA,R,25078901.3,2006-01-01,936.0,7.0,R,0,0,0,1,0,0,10
3765,Color,Tamara Jenkins,60.0,91.0,84.0,572.0,Kevin Corrigan,1000.0,5480318.0,Natasha Lyonne,Slums of Beverly Hills ,9427,2691,Jessica Walter,0.0,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,79.0,English,USA,R,5000000.0,1998-01-01,778.0,6.6,R,0,0,0,1,0,0,18
3767,Color,Jon Favreau,81.0,95.0,4000.0,334.0,Faizon Love,4000.0,5308707.0,Jon Favreau,Made ,15053,5245,Jonathan Silverman,2.0,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165.0,English,USA,R,5000000.0,2001-01-01,585.0,6.4,R,0,0,0,1,0,0,15
3769,Color,Scott Marshall,43.0,90.0,7.0,701.0,Jami Gertz,2000.0,4328294.0,Miranda Cosgrove,Keeping Up with the Steins ,2719,5900,Carter Jenkins,0.0,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,41.0,English,USA,PG-13,53681048.4,2006-01-01,847.0,5.4,PG-13,0,0,1,0,0,0,10
3773,Color,Randall Miller,109.0,110.0,19.0,39.0,Freddy Rodríguez,25000.0,4040588.0,Alan Rickman,Bottle Shock ,12233,25676,Greg Collins,0.0,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,5000000.0,2008-01-01,579.0,6.8,PG-13,0,0,1,0,0,0,8
3776,Color,Michael Polish,12.0,121.0,35.0,473.0,Bobby Batson,4000.0,4700361.0,Hayden Christensen,90 Minutes in Heaven ,2047,6617,Cynthia Barrett,0.0,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29.0,English,USA,PG-13,5000000.0,2015-01-01,849.0,4.6,PG-13,0,0,1,0,0,0,1
3777,Color,Dan Rush,155.0,97.0,7.0,939.0,Scott Takeda,8000.0,2711210.0,Will Ferrell,Everything Must Go ,40305,10517,Stephen Root,1.0,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86.0,English,USA,R,5000000.0,2010-01-01,981.0,6.4,R,0,0,0,1,0,0,6
3778,Color,Jake Kasdan,81.0,116.0,52.0,102.0,Ryan O'Neal,624.0,1980338.0,Kim Dickens,Zero Effect ,12366,1209,Angela Featherstone,2.0,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151.0,English,USA,R,5000000.0,1998-01-01,385.0,7.0,R,0,0,0,1,0,0,18
3780,Color,Paul Schrader,19.0,103.0,261.0,145.0,Jane Adams,722.0,1100000.0,Dana Delany,Light Sleeper ,3665,1201,David Clennon,0.0,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,39.0,English,USA,R,5000000.0,1992-01-01,280.0,6.8,R,0,0,0,1,0,0,24
3781,Color,Michael Cuesta,163.0,112.0,52.0,688.0,Paz Vega,10000.0,2445646.0,Jeremy Renner,Kill the Messenger ,32382,12897,Robert Pralgo,1.0,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99.0,English,USA,R,5000000.0,2014-01-01,963.0,7.0,R,0,0,0,1,0,0,2
3782,Color,John Cameron Mitchell,248.0,91.0,263.0,192.0,Jon Tenney,967.0,2221809.0,Dianne Wiest,Rabbit Hole ,40618,1582,Tammy Blanchard,0.0,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,5000000.0,2010-01-01,289.0,7.0,PG-13,0,0,1,0,0,0,6
3783,Color,Fenton Bailey,39.0,98.0,13.0,600.0,Mia Kirshner,3000.0,296665.0,Macaulay Culkin,Party Monster ,12675,5185,Marilyn Manson,1.0,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158.0,English,USA,R,5000000.0,2003-01-01,971.0,6.3,R,0,0,0,1,0,0,13
3784,Color,Jeremy Saulnier,322.0,95.0,57.0,233.0,Mark Webber,727.0,3219029.0,Alia Shawkat,Green Room ,28845,1836,Joe Cole,0.0,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125.0,English,USA,R,5000000.0,2015-01-01,442.0,7.1,R,0,0,0,1,0,0,1
3786,Color,James Manera,12.0,99.0,0.0,361.0,Greg Germann,578.0,830210.0,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,3382,Kristoffer Polaha,0.0,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56.0,English,USA,PG-13,5000000.0,2014-01-01,435.0,4.4,PG-13,0,0,1,0,0,0,2
